date,title,url,content
2012-05-18 17:36:13+00:00,Some European Companies Try Bonds to Raise Cash,https://www.nytimes.com/2012/05/19/business/global/credit-flows-through-a-new-channel-for-europe.html,Companies in the euro zone are finding that they can bypass the uncertainties of local banks and obtain money in the bond market.
2012-05-22 14:27:50+00:00,VTB of Russia Sees Opportunities Amid Europe’s Woes,https://dealbook.nytimes.com/2012/05/22/vtb-of-russia-sees-opportunities-amid-europes-woes/,"Alexey Yakovitsky, chief executive of the Russian investment bank VTB Capital, said in an interview that troubles in the euro zone economy were “undermining the European banking system” and creating opportunities for banks like his."
2012-05-28 12:50:55+00:00,Spain’s Borrowing Costs Rise as Bank Woes Deepen,https://www.nytimes.com/2012/05/29/business/global/spanish-borrowing-costs-rise-on-bank-troubles.html,Spain’s borrowing costs neared record highs amid concerns over the plan to bail out Bankia.
2012-05-29 00:42:17+00:00,Investor Doubts Constrain a Russian Oil Powerhouse,https://www.nytimes.com/2012/05/29/business/global/investor-doubts-constrain-a-russian-oil-powerhouse.html,"As an extreme example of investor distrust of Russia, the market value of Surgutneftegaz sometimes swoops beneath the amount it actually has in cash on hand and liquid assets."
2012-06-05 01:30:34+00:00,Europe’s Fade Becomes Drag on Sales for U.S. Companies,https://www.nytimes.com/2012/06/05/business/us-companies-warn-of-slowing-sales-in-europe.html,"After weathering the first two years of Europe’s economic crisis fairly well, some companies in the United States are warning investors that their sales on the Continent are slowing down."
2012-06-08 17:04:06+00:00,Income and Wealth Are Down in U.S.,https://www.nytimes.com/2012/06/09/business/economy/as-recovery-drags-on-income-and-wealth-lag.html,"For the first time in more than half a century, the average American is both earning less and worth less than four years earlier, when figures are adjusted for inflation."
2012-06-09 01:25:02+00:00,"In Era of Cheap Money, Consumers Are Shut Out",https://www.nytimes.com/2012/06/09/business/in-era-of-cheap-money-consumers-are-shut-out.html,"As interest rates have been dropping to new lows, American companies have been taking advantage of the cheap borrowing costs, but consumers have been largely left on the sidelines."
2012-06-11 08:42:27+00:00,Markets Skeptical of Spain's Bank Bailout,https://www.nytimes.com/2012/06/12/business/global/daily-euro-zone-watch.html,"Bond yields spiked and stocks retreated from their highs as investors weighed the challenges ahead, despite Spain’s securing 100 billion euros in aid over the weekend."
2012-06-19 00:52:11+00:00,Investors in Search of Bigger Fix to Euro Crisis,https://www.nytimes.com/2012/06/19/business/daily-stock-market-activity.html,"To defuse the crisis, the debt burdens of Europe’s weaker economies and banks may need to be shared by the entire Continent."
2012-06-22 16:42:09+00:00,Switzerland’s Battle to Suppress the Franc Exacts a Price,https://www.nytimes.com/2012/06/23/business/economy/switzerlands-fight-to-suppress-its-currency-comes-at-a-price-at-home.html,"Switzerland is struggling to hold down the value of its currency, but its efforts aren’t helping exports and may be creating a housing bubble."
2012-06-23 00:01:23+00:00,"In Banks’ Downgrade, Not Much to Worry Consumers",https://www.nytimes.com/2012/06/23/your-money/moodys-bank-downgrade-to-mean-little-to-consumers.html,"Banks may have to pay more to borrow money, but bank analysts don’t see that changing what consumers pay to borrow."
2012-06-25 08:44:54+00:00,Greek Finance Minister Steps Down,https://www.nytimes.com/2012/06/26/business/global/daily-euro-zone-watch.html,The government said it was struggling to contain risks due to its exposure in the Greek economy. Stocks and the euro fell across Europe as pessimism reigned about a European summit this week.
2012-06-29 11:32:27+00:00,Melrose Agrees to Buy German Utility Meter Manufacturer for $2.3 Billion,https://dealbook.nytimes.com/2012/06/29/melrose-agrees-to-buy-german-utility-meter-manufacturer-for-2-3-billion/,"The British investment company has agreed to buy Elster Group, a German utility meter manufacturer, for $2.3 billion."
2012-07-05 09:00:44+00:00,"Lie More, as a Business Model",https://economix.blogs.nytimes.com/2012/07/05/lie-more-as-a-business-model/,"The scandal over interest rate manipulation by Barclays staff members shows just how deeply the culture of dishonesty runs in major banks, an economist writes."
2012-07-07 17:34:30+00:00,Paths Around Investment Gloom and Doom,https://www.nytimes.com/2012/07/08/business/mutfund/investment-books-offer-ways-around-doom-and-gloom-review.html,New books suggest ways for investors to do well even when the economy is going through a tough spell.
2012-07-09 04:12:37+00:00,Price Data Suggest Specter of Deflation in China,https://www.nytimes.com/2012/07/10/business/global/prices-tumble-across-the-chinese-economy.html,Markets fell on Monday after reports of slowdowns in consumer and producer prices.
2012-07-12 08:48:28+00:00,Glimmers of Hope Fail to Lift European Markets,https://www.nytimes.com/2012/07/13/business/global/daily-euro-zone-watch.html,"European industrial production rebounded unexpectedly and Italy's short-term borrowing costs dropped, but the mood remained fragile."
2012-07-13 08:22:45+00:00,Italy Borrows at Lower Rate Despite Downgrade,https://www.nytimes.com/2012/07/14/business/global/daily-euro-zone-watch.html,"Italy managed to borrow in the financial markets at slightly lower rates Friday, despite a downgrade of its sovereign debt by a credit rating agency."
2012-07-17 08:38:58+00:00,Spanish Borrowing Costs Drop as Economy Minister Warns on Debt,https://www.nytimes.com/2012/07/18/business/global/daily-euro-zone-watch.html,Spain’s economy minister said that demand for euro zone debt had ground to a halt because of “slow and complicated” decision-making by European leaders. Most stock markets were higher.
2012-07-20 14:49:34+00:00,Bond Rates in Spain Inch Higher Amid Fears,https://www.nytimes.com/2012/07/21/business/global/approval-of-eu-loan-to-spanish-banks-fails-to-allay-fears.html,Spanish bond yields rose over 7 percent for a second day as an agreement to release 30 billion euros in bank aid left questions unanswered about the country’s financial health.
2012-07-20 17:21:51+00:00,"Private Pension Plans, Even at Big Companies, May Be Underfunded",https://www.nytimes.com/2012/07/21/business/pension-plans-increasingly-underfunded-at-largest-companies.html,The companies in the Standard & Poor’s 500 reported that their pension plans were underfunded by $355 billion after years of poor investment returns.
2012-07-28 17:50:01+00:00,The Bond Market Discovers a New Leading Man,https://www.nytimes.com/2012/07/29/business/mohamed-el-erian-is-the-bond-markets-new-leading-man.html,"Mohamed El-Erian, chief executive of Pimco, the bond fund giant, has stepped out of the long shadow of Bill Gross, its longtime maestro."
2012-08-13 11:00:26+00:00,This Week in Small Business: The Van Indicator,https://boss.blogs.nytimes.com/2012/08/13/this-week-in-small-business-the-van-indicator/,"Also: the price of pizza, how Whole Foods gets social media right, and this week’s question: Will your business accept mobile payments this year?"
2012-08-13 11:35:55+00:00,Swiss Bank Julius Baer to Buy Bank of America Unit,https://dealbook.nytimes.com/2012/08/13/julius-baer-to-buy-bank-of-america-unit/,"The Swiss bank has agreed to buy Bank of America Merrill Lynch’s private banking operations outside the United States, the latest consolidation move in the private banking industry."
2012-08-17 16:34:49+00:00,"Recovery in U.S., Though Lackluster, Trumps Europe’s",https://www.nytimes.com/2012/08/18/business/economy/us-recovery-though-lackluster-trumps-european-stagnation.html,"Economic recovery in the United States may be slow, but it is steady, while several European economies are either shrinking or stalling."
2012-08-19 19:26:23+00:00,Tension Over Aid to Greece Could Unsettle Markets,https://www.nytimes.com/2012/08/20/business/global/german-official-says-terms-for-greece-will-not-change.html,"Greece’s prime minister, Antonis Samaras, is expected to seek an extension for meeting his country’s budgetary and reform commitments, but Germany appears reluctant to grant further concessions."
2012-08-21 01:06:53+00:00,"In World of Finance, One New Member Has Already Driven the Green",https://www.nytimes.com/2012/08/21/sports/golf/darla-moore-new-augusta-member-knows-about-barriers.html,"Darla Moore has made her mark as one of Wall Street’s most powerful and wealthy female executives, known for taking defunct companies and making them profitable."
2012-08-24 17:49:16+00:00,U.S. Stock Market Leads Most Others in Recovery,https://www.nytimes.com/2012/08/25/business/economy/american-stock-market-leads-others-in-recovery-from-crisis.html,"When reinvested dividends are included, the performance of the American stock market has returned to the levels of the 2007 peak, outdoing many other markets around the world."
2012-09-03 19:50:30+00:00,Preparing for Market Turbulence,https://www.nytimes.com/2012/09/04/business/global/preparing-for-market-turbulence.html,Questions and answers about what investors should do as risk factors -- in Europe and elsewhere -- are likely to come back on the horizon in financial markets.
2012-09-04 11:00:26+00:00,This Week in Small Business: An Elevator on the Moon,https://boss.blogs.nytimes.com/2012/09/04/this-week-in-small-business-an-elevator-to-the-moon/,"Plus: Assessing the candidates, dreams of retirement, and what’s your B.Y.O.D. policy?"
2012-09-08 01:39:23+00:00,Democrats Face a Juggling Act Over Economy Message,https://www.nytimes.com/2012/09/08/us/politics/democrats-juggle-a-mixed-message-on-economy.html,"For President Obama, the Democratic National Convention captured his tricky balancing act: a four-year struggle to show that pro-worker does not mean antibusiness."
2012-09-13 13:49:39+00:00,Fed Action Spurs Broad Rally; S.&P. Rises 1.6%,https://www.nytimes.com/2012/09/14/business/daily-stock-market-activity.html,The major stock indexes jumped after a Federal Reserve decision to help the economy by buying long-term mortgage securities.
2012-09-14 09:13:08+00:00,France and Germany at Odds Over Aiding Spain’s Economy,https://www.nytimes.com/2012/09/15/business/global/daily-euro-zone-watch.html,Ministers indicated at the start of a two-day meeting that recent decisions had provided breathing room to find longer-term solutions to the debt crisis.
2012-09-19 02:19:19+00:00,China’s Anti-Japanese Protests Overshadow Japan Airlines I.P.O.,https://dealbook.nytimes.com/2012/09/18/big-stock-offering-by-japan-airlines-is-overshadowed-by-chinas-anti-japanese-protests/,"JAL’s offering caps two years of intense reorganization that eliminated 21,000 jobs, or about a third of the airline’s work force, and cut pilots’ salaries by 30 percent."
2012-09-19 16:00:45+00:00,Distortion in Tax Code Makes Debt More Attractive to Banks,https://dealbook.nytimes.com/2012/09/19/distortion-in-tax-code-makes-debt-more-attractive-to-banks/,Banks use more debt than equity to finance their activities because a tax break makes the debt cheaper and encourages banks to gorge on more.
2012-09-25 18:35:56+00:00,Germany Acts to Increase Limits on High-Speed Trades,https://www.nytimes.com/2012/09/26/business/global/germany-wants-rules-on-superfast-stock-trading.html,"The rules would require passage by both houses of Parliament, and have been written with an eye toward similar legislation that could eventually apply across the European Union."
2012-09-26 22:17:34+00:00,China Politics Stall Overhaul for Economy,https://www.nytimes.com/2012/09/27/world/asia/chinas-politics-hinder-effort-to-shore-up-economy.html,China’s Communist Party appears so distracted by its leadership transition that it is not pursuing the bold agenda that may be necessary to prevent severe economic pain.
2012-10-07 23:25:43+00:00,Treasury Auctions Set for This Week,https://www.nytimes.com/2012/10/08/business/economy/treasury-auctions-set-for-this-week.html,The following tax-exempt fixed-income issues are scheduled for pricing this week.
2012-10-09 14:12:40+00:00,Geithner Meets Chidambaram in Delhi,https://india.blogs.nytimes.com/2012/10/09/geithner-meets-chidambaram-in-delhi/,"Discussions “fruitful,” both sides said, without specifying."
2012-10-13 21:01:52+00:00,Dueling Prisms for Valuing Stocks,https://www.nytimes.com/2012/10/14/your-money/debating-cape-a-10-year-prism-for-valuing-stocks.html,"Stock valuation can be more accurate when averaged over 10 years, but significant anomalies, like the great recession, may throw off the numbers."
2012-10-17 00:45:50+00:00,"Which Changed First, the Polls or the Markets?",https://www.nytimes.com/2012/10/17/business/debating-the-elections-cause-and-effect-on-wall-street.html,The change in Mitt Romney’s fortune in the last two weeks has led to more talk among market strategists about the influence the election is exerting on the markets.
2012-10-18 21:05:45+00:00,A Computer Lesson Still Unlearned,https://www.nytimes.com/2012/10/19/business/a-computer-lesson-from-1987-still-unlearned-by-wall-street.html,"The Oct. 19, 1987, stock market crash was the beginning of the destruction of markets, as computers came in and human judgment went out."
2012-10-25 17:17:09+00:00,Business Leaders Urge Deficit Deal Even With More Taxes,https://www.nytimes.com/2012/10/26/us/politics/business-leaders-urge-deficit-deal-even-with-more-taxes.html,Business leaders are stepping up pressure on Washington to get a deficit-reduction deal completed even if it calls for more revenues — including higher tax bills for them.
2012-10-26 18:21:06+00:00,The Dow as an Election Indicator,https://www.nytimes.com/2012/10/27/business/the-dow-as-election-indicator.html,A look at presidential elections and how the stock market influenced a victory or loss for the incumbent party.
2012-11-03 23:04:27+00:00,Businessmen as Presidents: A Historical Circle,https://www.nytimes.com/2012/11/04/business/businessmen-as-us-presidents-a-historical-circle.html,"Americans admire financial success, but they don’t always reward it at the ballot box."
2012-11-07 14:11:18+00:00,Europe’s Woes and Worries Over U.S. Plans Rattle Markets,https://www.nytimes.com/2012/11/08/business/fiscal-impasse-leads-to-caution-after-election.html,A one-two punch of worries about Congressional gridlock on urgent fiscal policies and economic weakness in Europe sent stocks reeling.
2012-11-07 20:35:59+00:00,Obama Victory Fails to Thrill European Business,https://www.nytimes.com/2012/11/08/business/global/obama-victory-fails-to-thrill-european-business.html,Many executives would have welcomed a president who was one of their own and would have had more faith in Mitt Romney to steer the American economy.
2012-11-09 11:19:44+00:00,Heavy Lending Creates a Surge in Chinese Economy,https://www.nytimes.com/2012/11/10/business/global/heavy-lending-creates-a-surge-in-chinese-economy.html,"The data for October, on industrial production and retail sales, fixed-asset investment and electricity generation, were stronger than most economists had anticipated."
2012-11-11 21:32:27+00:00,Euro Zone Finance Ministers to Wrestle With Greek Debt,https://www.nytimes.com/2012/11/12/business/global/euro-zone-finance-ministers-to-wrestle-with-greek-debt.html,The officials are unlikely to sign off on a long-delayed tranche of aid for Greece until they receive a report on the country's progress in meeting its fiscal goals.
2012-11-14 00:16:10+00:00,The Death of Equities Seems Exaggerated,https://www.nytimes.com/2012/11/14/your-money/many-still-consider-stocks-the-best-investment-option.html,"The conventional wisdom among many who work on or follow Wall Street is that generations of Americans have given up on stocks, but this is not the case."
2012-11-14 18:07:18+00:00,Making Small Business a Cause,https://www.nytimes.com/2012/11/15/business/smallbusiness/samuel-adams-brewer-counsels-small-businesses.html,"Jim Koch, founder of the Boston Beer Company, and his employees have teamed up with a microlender to hold “speed coaching” sessions for fledgling food, beverage and hospitality businesses."
2012-12-04 17:29:40+00:00,From Bubble to Muddling Through?,https://dealbook.nytimes.com/2012/12/04/from-bubble-to-muddling-through/,"Last week’s column examined the confusing picture for China’s growth. New data is out, and the outlook is still confusing."
2012-12-07 21:09:35+00:00,European Banks Thriving as Investor Fears Ease,https://www.nytimes.com/2012/12/08/business/european-banks-thriving-as-investor-fears-ease.html,There is a growing confidence that institutions in countries like Germany will succeed in their efforts to support the euro.
2012-12-10 00:14:53+00:00,Economic Reports for the Week Ahead,https://www.nytimes.com/2012/12/10/business/economy/economic-reports-for-the-week-of-dec-10.html,"Data will include earnings reports from Costco Wholesale and Adobe Systems, and the producer and consumer price indexes for November."
2012-12-11 02:20:07+00:00,"Saul P. Steinberg, Icon of the Corporate Takeover, Dies at 73",https://www.nytimes.com/2012/12/11/business/saul-p-steinberg-bold-corporate-raider-dies-at-73.html,"Mr. Steinberg was a leading figure of the deal-making era of the 1980s, mounting a well-publicized, but unsuccessful, takeover of Chemical Bank."
2012-12-18 22:25:23+00:00,An American-Made Business Model Has Less Success Overseas,https://dealbook.nytimes.com/2012/12/18/an-american-made-business-model-has-less-success-overseas/,"With the slowdown in once-hot emerging markets, the tide is going out on foreign investing, baring all of the problems and issues associated with global deal-making."
2012-12-21 20:56:38+00:00,Germans Are Upbeat Even Though News Is Not,https://www.nytimes.com/2012/12/22/business/numbers-down-but-german-mood-is-up.html,Optimism seems to be returning to Germany even as economic indicators slide backward and the country’s central bank cut its forecasts for growth.
2012-12-27 23:10:03+00:00,Reading Pessimism in the Market for Bonds,https://www.nytimes.com/2012/12/28/business/reading-pessimism-in-the-bond-market.html,"After a bull market in bonds that lasted about 30 years, a new bear market almost certainly has begun."
2012-12-28 20:25:31+00:00,"In a 5-Year Comparison, the U.S. Recovery Fares Well",https://www.nytimes.com/2012/12/29/business/us-recovery-fares-well-in-a-5-year-comparison.html,"Combining growth of gross domestic product and recovery of national stock markets as a gauge, the United States has performed better than most nations since 2007."
2012-12-31 15:01:14+00:00,Shares End Higher on Hope for Fiscal Deal,https://www.nytimes.com/2013/01/01/business/daily-stock-market-activity.html,Stocks surged after reports emerged that an agreement might be near in Washington.
2013-01-02 22:43:37+00:00,Big Gains on Wall Street After the Fiscal Deal,https://www.nytimes.com/2013/01/03/business/daily-stock-market-activity.html,"Wall Street ended its first day of trading in 2013 sharply higher, like markets in Europe and Asia, though some analysts wondered how long the rally would last."
2013-01-12 18:47:12+00:00,When Markets Rise Above Politics,https://www.nytimes.com/2013/01/13/business/mutfund/mutual-funds-found-big-2012-gains-despite-political-worry.html,"Mutual fund investors managed to find strong gains in 2012, even as political and economic uncertainties swirled around them."
2013-01-14 12:00:31+00:00,This Week in Small Business: Nothing Magical?,https://boss.blogs.nytimes.com/2013/01/14/this-week-in-small-business-nothing-magical/,"A trillion-dollar coin, the Soup Nazi, tips for manufacturers, hiring without an H.R. department. And do you think small businesses are overly romanticized?"
2013-01-25 14:45:54+00:00,"As Worries Ebb, Small Investors Propel Markets",https://www.nytimes.com/2013/01/26/business/daily-stock-market-activity.html,"After millions of people all but abandoned the markets after the 2008 financial crisis, individual investors are pouring money into stock mutual funds for the first time in years."
2013-01-28 12:00:15+00:00,"This Week In Small Business: 1,000 New Bankers",https://boss.blogs.nytimes.com/2013/01/28/this-week-in-small-business-1000-new-bankers/,"Corporate profits, what’s in the refrigerator, why M.B.A.’s fail, and do you consider your business socially conscious?"
2013-02-01 18:29:14+00:00,"For Markets, a Strong January Is a Good Sign",https://www.nytimes.com/2013/02/02/business/economy/for-markets-a-strong-january-is-a-good-sign.html,Only once since 1950 has the American stock market fallen in the last 11 months of a year when it rose 4 percent or more in January.
